date,ticker,path,step,skew
2025-11-21,UBER,1,60,0.014691756717622708
2025-11-24,UBER,1,61,0.025684555498191174
2025-11-25,UBER,1,62,0.00950005855259252
2025-08-29,UBER,2,0,0.016471
2025-09-01,UBER,2,1,0.04689939939161855
2025-09-02,UBER,2,2,0.09765938208682395
2025-09-03,UBER,2,3,0.044785938334242936
2025-09-04,UBER,2,4,0.05193550437753662
2025-09-05,UBER,2,5,-0.0006858600853489744
2025-09-08,UBER,2,6,0.010374400952388969
2025-09-09,UBER,2,7,0.013858536813088962
2025-09-10,UBER,2,8,0.029425412924306896
2025-09-11,UBER,2,9,-0.006410728651628655
2025-09-12,UBER,2,10,-0.02095034515086548
2025-09-15,UBER,2,11,0.0414287774760288
2025-09-16,UBER,2,12,0.04187632278771678
2025-09-17,UBER,2,13,0.06472792399893695
2025-09-18,UBER,2,14,0.019528956218985396
2025-09-19,UBER,2,15,0.039541563182563993
2025-09-22,UBER,2,16,0.015122916496277884
2025-09-23,UBER,2,17,0.014421105884158876
2025-09-24,UBER,2,18,0.024321209966497826
2025-09-25,UBER,2,19,0.014609905543144185
2025-09-26,UBER,2,20,0.06843781536750655
2025-09-29,UBER,2,21,0.05510592803056096
2025-09-30,UBER,2,22,0.037588235000745
2025-10-01,UBER,2,23,0.06153964390680075
2025-10-02,UBER,2,24,0.038347574151680885
2025-10-03,UBER,2,25,0.00587924162413659
2025-10-06,UBER,2,26,-0.016461645367748266
2025-10-07,UBER,2,27,0.05193298661171587
2025-10-08,UBER,2,28,0.008495717561357169
2025-10-09,UBER,2,29,0.04395814332593084
2025-10-10,UBER,2,30,0.021021180453577887
2025-10-13,UBER,2,31,0.06889950529377262
2025-10-14,UBER,2,32,0.025386225814446845
2025-10-15,UBER,2,33,-0.0017257128634455068
2025-10-16,UBER,2,34,0.017394661945293998
2025-10-17,UBER,2,35,0.021681977445457048
2025-10-20,UBER,2,36,0.02111761653554146
2025-10-21,UBER,2,37,0.022429827345235426
2025-10-22,UBER,2,38,0.0021830769961091803
2025-10-23,UBER,2,39,0.023693185523287648
2025-10-24,UBER,2,40,0.019518817584853812
2025-10-27,UBER,2,41,0.0743242155383993
2025-10-28,UBER,2,42,0.06157141893685698
2025-10-29,UBER,2,43,0.033249492496693726
2025-10-30,UBER,2,44,0.05839374274104355
2025-10-31,UBER,2,45,0.1071557093831054
2025-11-03,UBER,2,46,0.05173253982682291
2025-11-04,UBER,2,47,0.04439979803659317
2025-11-05,UBER,2,48,0.035358151074114066
2025-11-06,UBER,2,49,-0.014072470967076745
2025-11-07,UBER,2,50,-0.02612291254385557
2025-11-10,UBER,2,51,-0.027191522746172814
2025-11-11,UBER,2,52,0.004471398961342981
2025-11-12,UBER,2,53,0.0016959157852157146
2025-11-13,UBER,2,54,-0.0017145995360166519
2025-11-14,UBER,2,55,0.010736305325401613
2025-11-17,UBER,2,56,0.016752474595189106
2025-11-18,UBER,2,57,-0.006739344747040535
2025-11-19,UBER,2,58,-0.008051429641989497
2025-11-20,UBER,2,59,-0.04658327889148448
2025-11-21,UBER,2,60,-0.0324415564384572
2025-11-24,UBER,2,61,-0.006685261899095994
2025-11-25,UBER,2,62,-0.0007498704083915338
2025-08-29,UBER,3,0,0.016471
2025-09-01,UBER,3,1,-0.02678864034093499
2025-09-02,UBER,3,2,-0.015429229907239977
2025-09-03,UBER,3,3,-0.02033997016770062
2025-09-04,UBER,3,4,-0.001607010509605483
2025-09-05,UBER,3,5,0.030150306293629893
2025-09-08,UBER,3,6,0.035000754081243396
2025-09-09,UBER,3,7,0.007059466579606703
2025-09-10,UBER,3,8,0.06062733127770753
2025-09-11,UBER,3,9,-0.005465743526227411
2025-09-12,UBER,3,10,-0.010451183285823866
2025-09-15,UBER,3,11,-0.0017445816574626198
2025-09-16,UBER,3,12,-0.0004563537424532747
2025-09-17,UBER,3,13,0.0203584767990794
2025-09-18,UBER,3,14,0.042113839703864266
2025-09-19,UBER,3,15,0.025461049984063823
2025-09-22,UBER,3,16,0.03983801141067209
2025-09-23,UBER,3,17,0.05371559673665188
2025-09-24,UBER,3,18,0.02805569922205954
2025-09-25,UBER,3,19,0.04945207691723124
2025-09-26,UBER,3,20,0.04615428126765225
2025-09-29,UBER,3,21,0.032460324045939924
2025-09-30,UBER,3,22,-0.00597462921844942
2025-10-01,UBER,3,23,0.010587118489394635
2025-10-02,UBER,3,24,-0.040169886984622205
2025-10-03,UBER,3,25,-0.004313778487702816
2025-10-06,UBER,3,26,-0.000993234678115587
2025-10-07,UBER,3,27,0.011429315096214213
2025-10-08,UBER,3,28,0.026019508400117054
2025-10-09,UBER,3,29,0.019452973417501403
2025-10-10,UBER,3,30,-0.007864340444002183
2025-10-13,UBER,3,31,-0.02413071445790465
2025-10-14,UBER,3,32,-0.011043682805605835
2025-10-15,UBER,3,33,0.006467981810363284
2025-10-16,UBER,3,34,0.04697768893025173
2025-10-17,UBER,3,35,0.06251234451126737
2025-10-20,UBER,3,36,0.06970372528252061
2025-10-21,UBER,3,37,0.05269170495234319
2025-10-22,UBER,3,38,0.07933311630310406
2025-10-23,UBER,3,39,0.015025717549980735
2025-10-24,UBER,3,40,0.016457740827195963
2025-10-27,UBER,3,41,0.016718938780061046
2025-10-28,UBER,3,42,0.03634882985966919
2025-10-29,UBER,3,43,-0.022466344550461044
2025-10-30,UBER,3,44,-0.02690153078489403
2025-10-31,UBER,3,45,-0.04872950660774347
2025-11-03,UBER,3,46,0.01838248029496437
2025-11-04,UBER,3,47,0.050049266212072535
2025-11-05,UBER,3,48,0.05778720746646444
2025-11-06,UBER,3,49,0.0024346716411706645
2025-11-07,UBER,3,50,0.01798216779384358
2025-11-10,UBER,3,51,0.019923216072245814
2025-11-11,UBER,3,52,-0.025257042391977045
2025-11-12,UBER,3,53,-0.02781582321158162
2025-11-13,UBER,3,54,-0.049514170012099415
2025-11-14,UBER,3,55,-0.026996321685009615
2025-11-17,UBER,3,56,-0.022591855660038004
2025-11-18,UBER,3,57,0.0007265265469765863
2025-11-19,UBER,3,58,0.035438982016728626
2025-11-20,UBER,3,59,0.047879313677451574
2025-11-21,UBER,3,60,0.061463638153435994
2025-11-24,UBER,3,61,0.09357874882374458
2025-11-25,UBER,3,62,0.09665548874107419
2025-08-29,UBER,4,0,0.016471
2025-09-01,UBER,4,1,0.011822281868247669
2025-09-02,UBER,4,2,0.0162762841934817
2025-09-03,UBER,4,3,0.015653911567795387
2025-09-04,UBER,4,4,0.0378739129778352
2025-09-05,UBER,4,5,0.0037285751977829892
2025-09-08,UBER,4,6,-0.012954450050930415
2025-09-09,UBER,4,7,0.029140091953732055
2025-09-10,UBER,4,8,0.04840340340332501
2025-09-11,UBER,4,9,0.04535342011197999
2025-09-12,UBER,4,10,0.08408287291372564
2025-09-15,UBER,4,11,0.0473827995448541
2025-09-16,UBER,4,12,0.06709487518155687
2025-09-17,UBER,4,13,0.034027182872359715
2025-09-18,UBER,4,14,-0.015511728875566996
2025-09-19,UBER,4,15,-0.01268392283257537
2025-09-22,UBER,4,16,-0.03181592510470306
2025-09-23,UBER,4,17,0.009010697116287585
2025-09-24,UBER,4,18,-0.0095730846898258
2025-09-25,UBER,4,19,-0.03371103405350328
2025-09-26,UBER,4,20,-0.004205925622242276
2025-09-29,UBER,4,21,0.05458884660466469
2025-09-30,UBER,4,22,0.08724880844490632
2025-10-01,UBER,4,23,0.04131171715916816
2025-10-02,UBER,4,24,0.04311551223375587
2025-10-03,UBER,4,25,0.015200942540774073
2025-10-06,UBER,4,26,-0.016546064523314686
2025-10-07,UBER,4,27,-0.003870061891108845
2025-10-08,UBER,4,28,0.0037564420803441975
2025-10-09,UBER,4,29,0.09012138715524289
2025-10-10,UBER,4,30,0.02567495420675786
2025-10-13,UBER,4,31,0.07590313244843194
2025-10-14,UBER,4,32,0.07859100240337312
2025-10-15,UBER,4,33,0.06514494061919704
2025-10-16,UBER,4,34,0.1148048744124061
2025-10-17,UBER,4,35,0.08761014905881029
2025-10-20,UBER,4,36,0.07869072339801755
2025-10-21,UBER,4,37,0.0628360875609985
2025-10-22,UBER,4,38,0.06927346907004486
2025-10-23,UBER,4,39,0.1085924275947823
2025-10-24,UBER,4,40,0.06891086182195418
2025-10-27,UBER,4,41,0.03129433912023186
2025-10-28,UBER,4,42,0.040472670239874275
2025-10-29,UBER,4,43,0.0420762368438089
2025-10-30,UBER,4,44,0.029294711824843493
2025-10-31,UBER,4,45,0.07339656300191552
2025-11-03,UBER,4,46,0.0663387653474041
2025-11-04,UBER,4,47,0.059882297298760566
2025-11-05,UBER,4,48,0.01020944087622408
2025-11-06,UBER,4,49,0.043434689300212125
2025-11-07,UBER,4,50,0.010324252378588503
2025-11-10,UBER,4,51,-0.009881951894587177
2025-11-11,UBER,4,52,-7.998496546775735e-05
2025-11-12,UBER,4,53,0.011463611388181055
2025-11-13,UBER,4,54,0.04852922189618078
2025-11-14,UBER,4,55,0.035965212861889834
2025-11-17,UBER,4,56,0.03601994568043679
2025-11-18,UBER,4,57,0.009362284237885328
2025-11-19,UBER,4,58,-0.010960160372503903
2025-11-20,UBER,4,59,0.007289207717461209
2025-11-21,UBER,4,60,0.03947541285336853
2025-11-24,UBER,4,61,0.02346512981827196
2025-11-25,UBER,4,62,0.023671957079772828
2025-08-29,UBER,5,0,0.016471
2025-09-01,UBER,5,1,0.06052753499559378
2025-09-02,UBER,5,2,0.0178025263871383
2025-09-03,UBER,5,3,-0.02216727999282906
2025-09-04,UBER,5,4,-0.034268543972297574
2025-09-05,UBER,5,5,0.029067030249371902
2025-09-08,UBER,5,6,0.04102049900184089
2025-09-09,UBER,5,7,0.02706241095171963
2025-09-10,UBER,5,8,-0.006319611750342735
2025-09-11,UBER,5,9,0.00924933892028635
2025-09-12,UBER,5,10,0.033824547749293644
2025-09-15,UBER,5,11,0.0275674016710193
2025-09-16,UBER,5,12,0.005575446177120882
2025-09-17,UBER,5,13,-0.0007147119379962239
2025-09-18,UBER,5,14,0.053436098917593745
2025-09-19,UBER,5,15,0.07504576343361888
2025-09-22,UBER,5,16,0.04383985232780963
2025-09-23,UBER,5,17,0.016478211464193825
2025-09-24,UBER,5,18,0.051283657480727135
2025-09-25,UBER,5,19,0.05560885143886657
2025-09-26,UBER,5,20,0.06606016292732284
2025-09-29,UBER,5,21,0.05210157324279672
2025-09-30,UBER,5,22,0.01825886297380495
2025-10-01,UBER,5,23,0.010645179001120835
2025-10-02,UBER,5,24,0.06992064354619275
2025-10-03,UBER,5,25,0.02098043767735
2025-10-06,UBER,5,26,0.003402886265028701
2025-10-07,UBER,5,27,0.08322390227026917
2025-10-08,UBER,5,28,-0.011993750304816544
2025-10-09,UBER,5,29,-0.055318471424077774
2025-10-10,UBER,5,30,-0.04335530843479665
2025-10-13,UBER,5,31,-0.020175183089484922
2025-10-14,UBER,5,32,0.030793938235530567
2025-10-15,UBER,5,33,0.03599522075043381
2025-10-16,UBER,5,34,0.00815752059613006
2025-10-17,UBER,5,35,-0.02670605210353281
2025-10-20,UBER,5,36,0.0009776418987561281
2025-10-21,UBER,5,37,-0.008546125159624973
2025-10-22,UBER,5,38,0.006416606725382734
2025-10-23,UBER,5,39,0.0010712686351168933
2025-10-24,UBER,5,40,0.037351320908078425
2025-10-27,UBER,5,41,0.05641505277807391
2025-10-28,UBER,5,42,0.05015221307471312
2025-10-29,UBER,5,43,0.093121804741859
2025-10-30,UBER,5,44,0.09273281450166472
2025-10-31,UBER,5,45,0.0747202516526926
2025-11-03,UBER,5,46,0.030977355494111136
2025-11-04,UBER,5,47,0.07445629531554183
2025-11-05,UBER,5,48,0.02931315769092306
2025-11-06,UBER,5,49,0.05278692631288656
2025-11-07,UBER,5,50,-0.023164098796277177
2025-11-10,UBER,5,51,-0.03641625619251753
2025-11-11,UBER,5,52,0.013704635336367448
2025-11-12,UBER,5,53,-0.0006949335921604023
2025-11-13,UBER,5,54,0.009033025749355205
2025-11-14,UBER,5,55,-0.016220453148575002
2025-11-17,UBER,5,56,0.026145737415824013
2025-11-18,UBER,5,57,0.041395595218377115
2025-11-19,UBER,5,58,0.02291136400082438
2025-11-20,UBER,5,59,0.02283657562290804
2025-11-21,UBER,5,60,0.02599374562198904
2025-11-24,UBER,5,61,0.05752303646984609
2025-11-25,UBER,5,62,0.05201289398769125
2025-08-29,UBER,6,0,0.016471
2025-09-01,UBER,6,1,0.04692883269830432
2025-09-02,UBER,6,2,0.06049121689959847
2025-09-03,UBER,6,3,0.07466462154170833
2025-09-04,UBER,6,4,0.07639682297036829
2025-09-05,UBER,6,5,0.038937972830929896
2025-09-08,UBER,6,6,0.01187035709742731
2025-09-09,UBER,6,7,0.040668240768243866
2025-09-10,UBER,6,8,-0.003267820887996681
2025-09-11,UBER,6,9,-0.05364601618192955
2025-09-12,UBER,6,10,-0.07064866489095979
2025-09-15,UBER,6,11,-0.03436345939663773
2025-09-16,UBER,6,12,-0.009319420915843653
2025-09-17,UBER,6,13,-0.040731944861257446
2025-09-18,UBER,6,14,-0.03623462362773495
2025-09-19,UBER,6,15,-0.1060216764087094
2025-09-22,UBER,6,16,-0.05187565473193208
2025-09-23,UBER,6,17,-0.025332170813278806
2025-09-24,UBER,6,18,-0.00817067361682936
2025-09-25,UBER,6,19,0.03118647580491693
2025-09-26,UBER,6,20,0.03869644164699925
2025-09-29,UBER,6,21,-0.004439819947501457
2025-09-30,UBER,6,22,0.011387628422280954
2025-10-01,UBER,6,23,-0.0074489380518459915
2025-10-02,UBER,6,24,-0.0036196109987221142
2025-10-03,UBER,6,25,0.0003682624222660358
2025-10-06,UBER,6,26,0.047426224926675455
2025-10-07,UBER,6,27,0.050344516348109325
2025-10-08,UBER,6,28,0.07635934545095624
2025-10-09,UBER,6,29,0.03899090481092953
2025-10-10,UBER,6,30,0.02919209981040333
2025-10-13,UBER,6,31,0.022449234007372955
2025-10-14,UBER,6,32,0.0807855767712331
2025-10-15,UBER,6,33,0.03354370517200375
2025-10-16,UBER,6,34,-0.017725595919958904
2025-10-17,UBER,6,35,0.009350087698437677
2025-10-20,UBER,6,36,-0.0003144498978201321
2025-10-21,UBER,6,37,0.04399785173000673
2025-10-22,UBER,6,38,0.10111926846523252
2025-10-23,UBER,6,39,0.036026399528051
2025-10-24,UBER,6,40,0.015251100928202218
2025-10-27,UBER,6,41,0.03692823254157425
2025-10-28,UBER,6,42,0.021744697682846058
2025-10-29,UBER,6,43,0.0011951952480546285
2025-10-30,UBER,6,44,-0.00797854532894705
2025-10-31,UBER,6,45,-0.03802835556865142
2025-11-03,UBER,6,46,-0.08941624348152709
2025-11-04,UBER,6,47,-0.011994147222323365
2025-11-05,UBER,6,48,-0.03868769749780619
2025-11-06,UBER,6,49,-0.0879062586713521
2025-11-07,UBER,6,50,-0.08276428660676557
2025-11-10,UBER,6,51,-0.022135116297361427
2025-11-11,UBER,6,52,-0.030359697827040667
2025-11-12,UBER,6,53,-0.0415595572954576
2025-11-13,UBER,6,54,-0.04419542632026222
2025-11-14,UBER,6,55,0.0016748379167487552
2025-11-17,UBER,6,56,-0.010751275423364638
2025-11-18,UBER,6,57,-0.014276367735416252
2025-11-19,UBER,6,58,0.0278065543982442
2025-11-20,UBER,6,59,0.0214063091209541
2025-11-21,UBER,6,60,0.049474801632209506
2025-11-24,UBER,6,61,0.1266719136080766
2025-11-25,UBER,6,62,0.08749033475268207
2025-08-29,UBER,7,0,0.016471
2025-09-01,UBER,7,1,0.05034184574395513
2025-09-02,UBER,7,2,0.08123254669930241
2025-09-03,UBER,7,3,0.054911754318296424
2025-09-04,UBER,7,4,0.01930947969603556
2025-09-05,UBER,7,5,-0.007432074951820151
2025-09-08,UBER,7,6,0.04809475189322551
2025-09-09,UBER,7,7,-0.0035804196443833466
2025-09-10,UBER,7,8,-0.0024356474433551902
2025-09-11,UBER,7,9,0.017911219741496294
2025-09-12,UBER,7,10,0.010221092804301855
2025-09-15,UBER,7,11,-0.017783984881407817
2025-09-16,UBER,7,12,-0.05151437818721674
2025-09-17,UBER,7,13,0.009700827763604623
2025-09-18,UBER,7,14,-0.0003493827681595816
2025-09-19,UBER,7,15,0.0755482108205317
2025-09-22,UBER,7,16,0.044862889096529815
2025-09-23,UBER,7,17,0.025525532676284664
2025-09-24,UBER,7,18,0.02075270716004992
2025-09-25,UBER,7,19,0.07161566833859753
2025-09-26,UBER,7,20,0.029406392830929554
2025-09-29,UBER,7,21,0.0792763758948474
2025-09-30,UBER,7,22,0.07565460203159295
2025-10-01,UBER,7,23,0.03892437675134691
2025-10-02,UBER,7,24,0.0441198718891952
2025-10-03,UBER,7,25,0.02423571129774444
2025-10-06,UBER,7,26,0.03740999481090554
2025-10-07,UBER,7,27,0.047563638749075404
2025-10-08,UBER,7,28,0.03747258274599507
2025-10-09,UBER,7,29,0.053372600524820304
2025-10-10,UBER,7,30,0.050283115485281214
2025-10-13,UBER,7,31,0.04943209737742606
2025-10-14,UBER,7,32,0.023904746811362166
2025-10-15,UBER,7,33,0.07819874442704769
2025-10-16,UBER,7,34,0.06616536535522198
2025-10-17,UBER,7,35,0.039400539420748636
2025-10-20,UBER,7,36,0.051363587005851453
2025-10-21,UBER,7,37,0.016310216188112965
2025-10-22,UBER,7,38,0.05558290149620999
2025-10-23,UBER,7,39,0.03861041035376324
2025-10-24,UBER,7,40,0.008678532108136322
2025-10-27,UBER,7,41,-0.03495105752908838
2025-10-28,UBER,7,42,-0.014818507499636105
2025-10-29,UBER,7,43,0.036496197030487114
2025-10-30,UBER,7,44,0.02288691309038377
2025-10-31,UBER,7,45,0.02592912666719999
2025-11-03,UBER,7,46,0.06561930135082823
2025-11-04,UBER,7,47,0.06869607492051372
2025-11-05,UBER,7,48,0.026705680354221214
2025-11-06,UBER,7,49,0.006201219126829787
2025-11-07,UBER,7,50,-0.0037422161747626744
2025-11-10,UBER,7,51,-0.03016434334027751
2025-11-11,UBER,7,52,0.010671734773103965
2025-11-12,UBER,7,53,0.03619789071310196
2025-11-13,UBER,7,54,0.010442750551094233
2025-11-14,UBER,7,55,0.03518246354572679
2025-11-17,UBER,7,56,0.02965416175307773
2025-11-18,UBER,7,57,0.030517289932529862
2025-11-19,UBER,7,58,0.09449182477100415
2025-11-20,UBER,7,59,0.07720407658016387
2025-11-21,UBER,7,60,0.06206470331806274
2025-11-24,UBER,7,61,0.0071042360617293646
2025-11-25,UBER,7,62,-0.0009388276333613214
2025-08-29,UBER,8,0,0.016471
2025-09-01,UBER,8,1,0.029200748322292205
2025-09-02,UBER,8,2,0.05847241768162331
2025-09-03,UBER,8,3,0.03606301072840833
2025-09-04,UBER,8,4,0.0695185491273347
2025-09-05,UBER,8,5,0.06898009877215269
2025-09-08,UBER,8,6,0.024030014374987557
2025-09-09,UBER,8,7,-0.019539895663381556
2025-09-10,UBER,8,8,-0.012532283818035651
2025-09-11,UBER,8,9,-0.004743491279450161
2025-09-12,UBER,8,10,0.004911648053150372
2025-09-15,UBER,8,11,-0.008244982002144312
2025-09-16,UBER,8,12,0.022312139348940115
2025-09-17,UBER,8,13,-0.015234428974469711
2025-09-18,UBER,8,14,-0.026564665050302312
2025-09-19,UBER,8,15,-0.01700181125715039
2025-09-22,UBER,8,16,-0.011422227341883683
2025-09-23,UBER,8,17,-0.0349481953381167
2025-09-24,UBER,8,18,0.015027931746863305
2025-09-25,UBER,8,19,0.015193348312567887
2025-09-26,UBER,8,20,0.009346400478924622
2025-09-29,UBER,8,21,0.04525633933522871
2025-09-30,UBER,8,22,0.026857506800096357
2025-10-01,UBER,8,23,0.023072784932137186
2025-10-02,UBER,8,24,0.03373611995874676
2025-10-03,UBER,8,25,0.019061941927356385
2025-10-06,UBER,8,26,0.07523755623604991
2025-10-07,UBER,8,27,0.0714983386014107
2025-10-08,UBER,8,28,0.10001158158990622
2025-10-09,UBER,8,29,0.10661000123491363
2025-10-10,UBER,8,30,0.08604852212324224
2025-10-13,UBER,8,31,0.0228996982779114
2025-10-14,UBER,8,32,0.05582805042963419
2025-10-15,UBER,8,33,0.0334563979859678
2025-10-16,UBER,8,34,0.006152311984117014
2025-10-17,UBER,8,35,0.027361375891072064
2025-10-20,UBER,8,36,0.006492122474387692
2025-10-21,UBER,8,37,-0.017263009617627667
2025-10-22,UBER,8,38,-0.030306865822412817
2025-10-23,UBER,8,39,-0.03779940857515254
2025-10-24,UBER,8,40,-0.04341054901156427
2025-10-27,UBER,8,41,0.03269589249553545
2025-10-28,UBER,8,42,0.07455671606819567
2025-10-29,UBER,8,43,0.06555414025414347
2025-10-30,UBER,8,44,0.019299141204540442
2025-10-31,UBER,8,45,0.07102935906669398
2025-11-03,UBER,8,46,0.09016331836225416
2025-11-04,UBER,8,47,0.0772750956728452
2025-11-05,UBER,8,48,0.09115557382610953
2025-11-06,UBER,8,49,0.038084593049271864
2025-11-07,UBER,8,50,0.05036995426663421
2025-11-10,UBER,8,51,0.0941212046848949
2025-11-11,UBER,8,52,0.04552165856533714
2025-11-12,UBER,8,53,0.04947011463305792
2025-11-13,UBER,8,54,0.06221154536059758
2025-11-14,UBER,8,55,0.04048746015208916
2025-11-17,UBER,8,56,-0.013597979839744846
2025-11-18,UBER,8,57,0.002126613835723831
2025-11-19,UBER,8,58,0.039763040137152414
2025-11-20,UBER,8,59,0.0324658801428279
2025-11-21,UBER,8,60,0.036206705001119194
2025-11-24,UBER,8,61,0.06649416013757328
2025-11-25,UBER,8,62,0.09166156684736648
2025-08-29,UBER,9,0,0.016471
2025-09-01,UBER,9,1,-0.02909862646499313
2025-09-02,UBER,9,2,-0.04306959733731923
2025-09-03,UBER,9,3,-0.0028671142111035865
2025-09-04,UBER,9,4,0.01310798812720434
2025-09-05,UBER,9,5,0.03229194155218337
2025-09-08,UBER,9,6,0.013144996635003079
2025-09-09,UBER,9,7,0.06019885140315023
2025-09-10,UBER,9,8,0.10138097853914327
